voyageid,yearam,rig,shipname,captaina,slaximp,mjselimp,tslavesd,arrport,sla1port,slaarriv,sladvoy,vymrtimp,vymrtrat,slamimp,fate,fate2,fate3,fate4,sladamer,adpsale1,adpsale2,captainb,placcons,placreg,yrcons,yrreg,regarr,regdis1,regdis2,regdis3,regem1,regem2,regisreg,constreg,portdep,datedepa,datedepb,datedepc,crew,crew2,crew3,d1slatra,d1slatrb,d1slatrc,datarr32,datarr33,datarr34,datarr36,datarr37,datarr38,datarr39,datarr40,datarr41,date_buy1,date_leftafr,date_land1,date_land2,date_land3,dlslatra,dlslatrb,dlslatrc,voyage,voy2imp,guns,majbuypt,mjbyptimp,majbyimp,majbyimp1,majselpt,mjslptimp,mjselimp1,national,natinimp,ncar13,ncar15,npprior,ownera,ownerb,ownerc,ownerd,ownere,ownerf,ownerg,ownerh,resistance,slas32,slas36,slas39,sourcea,sourceb,sourcec,sourced,sourcee,tonnage,men1,women1,boy1,girl1,infant1,adult1,child1,male1,female1,adlt1imp,chil1imp,male1imp,feml1imp,slavema1,slavemx1,slavmax1,menrat1,womrat1,boyrat1,girlrat1,malrat1,chilrat1,men3,women3,boy3,girl3,infant3,adult3,child3,male3,female3,adlt3imp,chil3imp,male3imp,feml3imp,slavema3,slavemx3,slavmax3,menrat3,womrat3,boyrat3,girlrat3,malrat3,chilrat3,men7,women7,boy7,girl7,infant7,adult7,child7,male7,female7,slavema7,slavemx7,slavmax7,menrat7,womrat7,boyrat7,girlrat7,malrat7,chilrat7,year5,year10,year25,year100,voyageID2,AFRINFO,Other_Cargo,COMMENTS,filter_$
112954,1796,Schooner,El Carmen,"Moreno, Francisco",60,Cuba,60,"Cuba, port unspecified", , , , , ,57,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Cuba, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1796, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,"Cuba, port unspecified",Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112955,1796,Schooner,Del Carmen,"Predra, Joseph",82,Cuba,82,"Cuba, port unspecified", , , , , ,78,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Cuba, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1796, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,"Cuba, port unspecified",Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112956,1796,Sloop,Saint Anna,"Cuello, Manuel",84,Cuba,84,Havana, , , , , ,80,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Cuba, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1796, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Havana,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112957,1796,Schooner,St. Louis,"Fandesor, Mattias",84,Cuba,84,Havana, , , , , ,80,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Cuba, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1796, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Havana,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112958,1796,Schooner,Del Carmen,"Cortes, Cosme",85,Spanish Circum-Caribbean,85,Portobelo, , , , , ,81,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Spanish Circum-Caribbean, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1796, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Portobelo,Spanish Mainland America, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112959,1796,Schooner,Na. Sa. Del Carmen,"Romero, Jno.",95,Cuba,95,Havana, , , , , ,91,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Cuba, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1796, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Havana,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112960,1796,Brig,Fidelite,"Fanegori, Joseph",105,Trinidad,105,"Trinidad, port unspecified", , , , , ,100,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Trinidad, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1796, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,"Trinidad, port unspecified",Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112961,1796,Schooner,Montserrat,"Mansera, J.L.",106,Cuba,106,Havana, , , , , ,101,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Cuba, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1796, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Havana,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112962,1797,Schooner,Corporal Trim,"Dobson, John",6,Cuba,6,Havana, , , , , ,6,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Cuba, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Havana,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112963,1797,Brig,Venus,"Curtis, Joseph",8,Cuba,8,Havana, , , , , ,8,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Cuba, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Havana,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112964,1797,Brig,Boreas,"Levett, D.",10,Jamaica,10,Savanna la Mar (Jamaica), , , , , ,10,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Jamaica, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Savanna la Mar (Jamaica),Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112965,1797,Schooner,Voltigeur,"La Porte, Pierre",10,Saint-Domingue,10,Jérémie, , , , , ,10,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112966,1797,Schooner,Fidelle,"Guiverneau, John",11,Saint-Domingue,11,Jérémie, , , , , ,11,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112967,1797,Schooner,Voltigeur,"La Porte, J.",12,Saint-Domingue,12,Jérémie, , , , , ,12,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112968,1797,Schooner,Eagle,"Suan, Pierre",14,Saint-Domingue,14,Jérémie, , , , , ,14,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112969,1797,Schooner,Hector,"Horsborough, John",14,Jamaica,14,Savanna la Mar (Jamaica), , , , , ,14,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Jamaica, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Savanna la Mar (Jamaica),Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112970,1797,Brig,Yorick,"Pendleton, P.",16,Cuba,16,Havana, , , , , ,16,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Cuba, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Havana,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112971,1797,Brig,Marsouin,"Chigary, J.",18,Saint-Domingue,18,Jérémie, , , , , ,17,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112972,1797,Brig,Superb,"McFarlane, G.",18,Danish West Indies,18,St. Thomas, , , , , ,17,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Danish West Indies, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,St. Thomas,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112973,1797,Schooner,Fly,"Gubian, Alexander",19,Saint-Domingue,19,Jérémie, , , , , ,18,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112974,1797,Schooner,Francois,"Jacob, Andrew",20,Danish West Indies,20,St. Thomas, , , , , ,19,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Danish West Indies, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,St. Thomas,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112975,1797,Ship,Harriott,"Bannerman, George",20,Saint-Domingue,20,Jérémie, , , , , ,19,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112976,1797,Schooner,Fidelle,"Guiverneau, John",25,Saint-Domingue,25,Jérémie, , , , , ,24,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112977,1797,Ship,Royal Edward,"Berlinder, John",27,Saint-Domingue,27,Port-au-Prince, , , , , ,26,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Port-au-Prince,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112978,1797,Sloop,Victory,"Revel, John",29,Saint-Domingue,29,Saint-Marc, , , , , ,28,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Saint-Marc,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112979,1797,Schooner,Voltigeur,"La Porte, Pierre",30,Saint-Domingue,30,Jérémie, , , , , ,29,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112980,1797,Schooner,L'Egrette,"Mari, Francois",31,Saint-Domingue,31,Jérémie, , , , , ,30,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112981,1797,Sloop,Scrub,"Russel, John",35,Jamaica,35,Savanna la Mar (Jamaica), , , , , ,34,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Jamaica, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Savanna la Mar (Jamaica),Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112982,1797,Schooner,Voltigeur,"La Porte, Pierre",36,Saint-Domingue,36,Jérémie, , , , , ,35,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112983,1797,Schooner,Minorca,"La Coste, Simon",40,Saint-Domingue,40,Port-au-Prince, , , , , ,38,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Port-au-Prince,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112984,1797,Schooner,Rover,"Lever, William",40,Other British Caribbean,40,Grand Cayman or Cayman Islands, , , , , ,38,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Other British Caribbean, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Grand Cayman or Cayman Islands,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112985,1797,Sloop,Victory,"Duprey, Alexander",49,Saint-Domingue,49,Jérémie, , , , , ,47,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112986,1797,Ship,Niger,"du Petit Thouars, G.",50,Saint-Domingue,50,Jérémie, , , , , ,48,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112987,1797,Schooner,Rrobenhavenstade,"Tourner, Francisco",54,Danish West Indies,54,St. Thomas, , , , , ,52,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Danish West Indies, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,St. Thomas,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112988,1797,Schooner,Marsouin,"Chigary, Jos.",75,Saint-Domingue,75,Jérémie, , , , , ,72,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112989,1797,Schooner,Polly,"Neale, Peter",80,Jamaica,80,Savanna la Mar (Jamaica), , , , , ,77,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Jamaica, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Savanna la Mar (Jamaica),Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
